ShipmentID,OrderID,CarrierID,WarehouseID,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ShippingCost,ShipmentStatus,TrackingNumber
6266,8367,16,3,03/08/24,09/08/24,,7.75,Delivered,TRK215644937
6267,8368,24,18,16/10/24,23/10/24,25/10/24,33.23,Delivered,TRK218607975
6268,8369,13,10,21/09/24,25/09/24,24/09/24,20.21,Delivered,TRK263369634
6269,8370,18,20,19/01/23,23/01/23,22/01/23,42.09,Delivered,TRK906442901
6270,8371,21,1,25/05/24,31/05/24,02/06/24,47.09,Delayed,TRK781756955
6271,8372,7,14,24/01/24,01/02/24,31/01/24,48.27,Delivered,TRK984035501
6272,8373,21,3,12/10/23,14/10/23,,42.08,In Transit,TRK528663487
6273,8374,25,15,04/05/23,12/05/23,13/05/23,26.35,Delivered,TRK993883328
6274,8375,1,9,08/09/24,09/09/24,09/09/24,42.4,In Transit,TRK837513601
6275,8376,1,3,10/01/23,20/01/23,20/01/23,23.49,Delivered,TRK615010017
6276,8378,9,15,20/02/22,21/02/22,23/02/22,47.66,Delivered,TRK484465531
6277,8379,6,9,06/07/24,16/07/24,16/07/24,11.72,Delivered,TRK390146200
6278,8380,2,7,27/04/22,07/05/22,06/05/22,46.66,Delivered,TRK952674646
6279,8383,2,16,29/05/22,08/06/22,08/06/22,35.8,Delivered,TRK704103136
6280,8384,5,1,15/10/23,25/10/23,24/10/23,43.46,Delivered,TRK752138990
6281,8385,13,8,28/02/22,01/03/22,03/03/22,5.87,Delivered,TRK701973302
6282,8386,24,11,29/01/23,08/02/23,07/02/23,26.97,Delivered,TRK347614848
6283,8387,4,7,30/03/24,08/04/24,08/04/24,37.91,Delivered,TRK254590140
6284,8388,24,16,10/01/24,13/01/24,13/01/24,28.94,Delivered,TRK587538100
6285,8389,11,14,08/12/23,13/12/23,20/12/23,17.54,Delivered,TRK337599046
6286,8390,17,15,29/09/24,06/10/24,06/10/24,36.44,Delivered,TRK825944905
6287,8391,2,19,06/01/24,08/01/24,,21.87,Delivered,TRK544087294
6288,8393,18,17,26/02/22,06/03/22,12/03/22,37.07,Delivered,TRK235858277
6289,8394,16,5,17/12/24,26/12/24,,32.72,Delivered,TRK624258108
6290,8395,21,11,13/11/22,19/11/22,18/11/22,29.34,Delivered,TRK748062008
6291,8396,17,12,16/01/24,21/01/24,28/01/24,34.81,Delivered,TRK639042308
6292,8398,25,2,05/12/22,10/12/22,,7.73,In Transit,TRK291341136
6293,8401,7,17,15/09/24,24/09/24,25/09/24,30.7,Delivered,TRK976965688
6294,8402,16,9,17/05/22,23/05/22,22/05/22,43.02,In Transit,TRK125768598
6295,8403,10,11,06/11/22,11/11/22,13/11/22,42.83,Delivered,TRK958373134
6296,8404,4,3,23/05/22,29/05/22,31/05/22,15.45,Delivered,TRK281356149
6297,8405,24,5,09/02/22,10/02/22,12/02/22,5.58,In Transit,TRK875328508
6298,8406,14,20,24/08/22,01/09/22,01/09/22,49.4,In Transit,TRK569873503
6299,8407,22,10,21/02/22,22/02/22,23/02/22,28.67,Delivered,TRK509817610
6300,8408,21,7,06/11/23,13/11/23,12/11/23,15.43,In Transit,TRK996484506
6301,8409,16,16,03/12/24,06/12/24,,37.14,In Transit,TRK222891808
6302,8410,3,19,10/11/22,13/11/22,15/11/22,46.39,Delivered,TRK862131900
6303,8411,12,20,26/03/22,31/03/22,,7.03,Delivered,TRK129441653
6304,8412,12,19,30/11/22,02/12/22,,30.16,In Transit,TRK883885340
6305,8413,16,12,08/11/23,14/11/23,15/11/23,29.88,Delayed,TRK345529316
6306,8414,5,13,18/04/22,25/04/22,28/04/22,43.36,Delivered,TRK997602407
6307,8416,18,6,19/12/23,22/12/23,21/12/23,30.77,Delayed,TRK237006258
6308,8417,11,16,27/08/24,29/08/24,29/08/24,13.67,Delivered,TRK341411949
6309,8418,13,8,12/11/23,17/11/23,19/11/23,5.16,In Transit,TRK778301505
6310,8419,15,13,13/07/22,20/07/22,19/07/22,15.66,Delayed,TRK169896553
6311,8421,12,1,15/01/23,18/01/23,18/01/23,38.78,In Transit,TRK635322554
6312,8422,16,9,07/04/24,12/04/24,16/04/24,27.25,Delivered,TRK991397413
6313,8423,21,18,28/09/24,04/10/24,06/10/24,10.07,In Transit,TRK644841817
6314,8424,3,6,26/01/24,31/01/24,02/02/24,20.16,Delivered,TRK703364473
6315,8425,24,18,12/01/23,15/01/23,,36.38,Delayed,TRK102224644
6316,8426,16,2,23/02/22,04/03/22,04/03/22,23.64,In Transit,TRK547491901
6317,8427,17,5,06/03/23,10/03/23,09/03/23,23.54,Delivered,TRK377378479
6318,8428,25,17,11/02/22,12/02/22,13/02/22,38.6,Delivered,TRK649877779
6319,8429,17,4,28/03/23,29/03/23,30/03/23,7.96,In Transit,TRK158002331
6320,8430,12,11,20/06/23,30/06/23,01/07/23,43.87,Delivered,TRK541540740
6321,8431,24,4,29/10/24,02/11/24,04/11/24,40.32,Delivered,TRK190608194
6322,8432,5,17,17/01/22,22/01/22,,6.12,In Transit,TRK182082697
6323,8433,20,15,25/01/22,30/01/22,,47.88,Delivered,TRK238179425
6324,8434,15,2,20/09/23,28/09/23,30/09/23,34.5,Delivered,TRK766657347
6325,8435,13,20,03/11/24,04/11/24,,34.63,Delivered,TRK329449947
6326,8436,14,9,27/09/24,28/09/24,27/09/24,28.27,Delivered,TRK105377491
6327,8438,21,16,27/03/22,29/03/22,31/03/22,45.54,Delivered,TRK753285885
6328,8440,16,1,30/04/23,07/05/23,,9.64,Delivered,TRK350525723
6329,8441,23,4,19/10/22,23/10/22,24/10/22,7.75,In Transit,TRK151564267
6330,8442,23,7,04/05/24,13/05/24,15/05/24,47.13,Delivered,TRK105761381
6331,8443,2,5,13/09/24,22/09/24,24/09/24,32.8,In Transit,TRK305350549
6332,8445,13,5,07/07/23,09/07/23,,19.76,Delivered,TRK682485119
6333,8446,17,12,04/02/24,07/02/24,09/02/24,47.76,Delivered,TRK686822911
6334,8448,10,17,05/09/24,10/09/24,10/09/24,35.28,Delayed,TRK470144120
6335,8450,3,13,03/08/22,10/08/22,12/08/22,17.99,In Transit,TRK202207115
6336,8451,17,4,20/07/24,24/07/24,,16.58,Delivered,TRK312344232
6337,8452,2,14,03/12/22,13/12/22,15/12/22,20.91,In Transit,TRK801154420
6338,8453,8,15,06/02/24,09/02/24,11/02/24,34.84,Delivered,TRK705789650
6339,8454,13,11,17/12/24,18/12/24,,7.11,Delivered,TRK729644881
6340,8455,5,19,06/08/24,08/08/24,10/08/24,11.26,Delivered,TRK251146339
6341,8457,14,9,08/03/23,14/03/23,15/03/23,5.97,In Transit,TRK569967053
6342,8459,15,5,17/04/24,25/04/24,25/04/24,32.17,Delivered,TRK385099676
6343,8461,17,17,06/01/23,11/01/23,11/01/23,14.19,Delivered,TRK635828230
6344,8462,12,15,15/01/22,23/01/22,22/01/22,27.55,In Transit,TRK230272084
6345,8463,15,11,29/06/22,05/07/22,04/07/22,38.62,Delivered,TRK181924351
6346,8466,18,3,29/06/23,30/06/23,01/07/23,18.15,Delayed,TRK589875371
6347,8469,22,14,26/05/22,27/05/22,,7.62,Delivered,TRK828588247
6348,8470,17,5,08/03/23,16/03/23,15/03/23,31.33,Delivered,TRK281713708
6349,8471,24,11,17/11/22,25/11/22,27/11/22,42.72,In Transit,TRK373026695
6350,8472,21,17,23/05/23,02/06/23,,29.87,Delivered,TRK924718979
6351,8474,4,11,05/10/23,09/10/23,10/10/23,25.92,Delivered,TRK729092737
6352,8477,5,14,23/09/23,24/09/23,24/09/23,12.26,Delivered,TRK383692763
6353,8480,3,9,03/09/22,06/09/22,05/09/22,34.17,Delayed,TRK353119133
6354,8481,20,13,03/01/23,08/01/23,10/01/23,15.69,Delivered,TRK429067120
6355,8482,24,2,20/04/22,30/04/22,01/05/22,6.46,In Transit,TRK574128879
6356,8483,10,13,19/01/22,25/01/22,24/01/22,35.28,Delivered,TRK177745731
6357,8484,1,17,17/05/24,26/05/24,25/05/24,24.61,Delivered,TRK399948554
6358,8485,16,4,23/09/23,30/09/23,29/09/23,31.28,In Transit,TRK262285947
6359,8486,11,12,10/12/23,18/12/23,,19.9,In Transit,TRK946689569
6360,8487,24,9,05/09/24,06/09/24,07/09/24,37.76,Delivered,TRK699727331
6361,8489,18,2,25/02/22,27/02/22,,42.32,Delivered,TRK873063395
6362,8491,18,5,01/12/23,04/12/23,06/12/23,9.17,Delivered,TRK366948316
6363,8493,22,2,06/09/23,13/09/23,,33.33,Delivered,TRK660517564
6364,8494,3,10,01/04/23,05/04/23,,48.59,Delivered,TRK686397520
6365,8495,16,9,06/10/22,16/10/22,15/10/22,24.57,In Transit,TRK641027720
6366,8497,3,15,29/08/24,03/09/24,09/09/24,39.93,Delivered,TRK427886356
6367,8498,10,13,09/05/22,13/05/22,,48.89,Delivered,TRK270300461
6368,8499,9,5,28/02/23,06/03/23,05/03/23,49.72,Delivered,TRK723953468
6369,8500,23,3,06/05/23,14/05/23,16/05/23,25.4,Delivered,TRK562954089
6370,8501,16,16,23/05/24,26/05/24,31/05/24,38.91,Delivered,TRK858983342
6371,8502,12,5,10/11/23,11/11/23,12/11/23,37.19,Delivered,TRK155704855
6372,8503,23,17,12/01/22,19/01/22,19/01/22,48.91,In Transit,TRK747530151
6373,8504,20,13,13/09/24,21/09/24,22/09/24,43.4,Delivered,TRK764571892
6374,8505,9,2,03/01/23,11/01/23,13/01/23,7.69,In Transit,TRK194022543
6375,8506,25,6,05/12/24,11/12/24,13/12/24,9.85,In Transit,TRK569751308
6376,8507,9,6,02/10/24,04/10/24,04/10/24,42.5,Delayed,TRK861143095
6377,8508,24,18,08/01/23,15/01/23,,5.03,Delivered,TRK643231245
6378,8509,1,1,20/08/24,30/08/24,,45.15,In Transit,TRK450543702
6379,8510,15,17,14/09/23,23/09/23,27/09/23,11.09,In Transit,TRK811035983
6380,8511,25,16,21/05/24,28/05/24,,23.81,Delivered,TRK911680290
6381,8512,11,3,25/08/23,28/08/23,29/08/23,37.64,Delayed,TRK206796039
6382,8513,4,13,25/12/22,27/12/22,28/12/22,43.23,In Transit,TRK867711613
6383,8514,7,20,15/09/23,16/09/23,16/09/23,19.94,In Transit,TRK985105327
6384,8515,4,20,29/07/22,01/08/22,02/08/22,20.75,Delivered,TRK172934323
6385,8516,18,8,14/07/22,17/07/22,16/07/22,32.75,In Transit,TRK964389985
6386,8517,11,1,20/03/24,23/03/24,,16.44,Delivered,TRK916213265
6387,8518,4,7,25/04/24,02/05/24,06/05/24,36.18,In Transit,TRK905675207
6388,8521,3,15,11/09/22,18/09/22,19/09/22,31.73,Delivered,TRK181072223
6389,8522,19,11,15/07/24,17/07/24,,49.5,Delivered,TRK405417327
6390,8524,12,12,02/06/24,09/06/24,10/06/24,46.97,Delivered,TRK780686346
6391,8525,9,8,22/07/22,25/07/22,24/07/22,12.01,Delivered,TRK385106243
6392,8526,21,18,15/01/22,16/01/22,18/01/22,29.24,Delivered,TRK473655292
6393,8527,6,16,01/02/24,06/02/24,,29.31,Delivered,TRK449957296
6394,8528,25,19,24/05/23,02/06/23,04/06/23,26.14,Delivered,TRK890297816
6395,8529,24,9,26/01/23,04/02/23,05/02/23,41.93,Delivered,TRK898660917
6396,8530,14,5,25/07/22,28/07/22,28/07/22,45.1,In Transit,TRK584617900
6397,8531,23,20,13/10/22,14/10/22,,38.49,Delayed,TRK118280021
6398,8532,10,15,16/12/24,24/12/24,23/12/24,29.11,In Transit,TRK200668055
6399,8533,20,14,02/09/24,08/09/24,13/09/24,23.29,Delivered,TRK709655023
6400,8534,15,5,03/02/24,11/02/24,12/02/24,31.9,In Transit,TRK246220060
6401,8535,1,2,21/05/22,26/05/22,29/05/22,21.68,Delivered,TRK693223115
6402,8536,3,3,27/09/24,04/10/24,,13.66,Delayed,TRK439796636
6403,8537,18,18,13/05/22,18/05/22,20/05/22,34.79,Delivered,TRK184143709
6404,8538,7,12,02/06/24,10/06/24,12/06/24,46.58,Delayed,TRK943302286
6405,8540,22,14,07/09/22,14/09/22,15/09/22,9.54,In Transit,TRK650041032
6406,8541,11,11,10/04/24,17/04/24,16/04/24,19.91,Delivered,TRK684442674
6407,8543,10,2,28/07/22,04/08/22,04/08/22,22.78,In Transit,TRK354684417
6408,8544,21,19,09/02/24,10/02/24,10/02/24,20.45,Delayed,TRK644843917
6409,8545,21,3,11/07/22,12/07/22,12/07/22,20.69,Delivered,TRK613589530
6410,8548,4,19,27/12/23,30/12/23,01/01/24,16.67,Delivered,TRK249744843
6411,8549,17,19,19/03/22,22/03/22,24/03/22,41.52,Delivered,TRK342996699
6412,8550,15,18,24/09/24,27/09/24,,30.59,In Transit,TRK627568521
6413,8551,11,1,04/08/23,05/08/23,04/08/23,25.75,Delivered,TRK615922672
6414,8552,21,13,23/05/22,02/06/22,02/06/22,16.69,Delivered,TRK594107555
6415,8554,11,4,25/06/23,03/07/23,02/07/23,31.99,Delivered,TRK364079325
6416,8555,20,9,08/01/22,15/01/22,16/01/22,16.45,Delivered,TRK669965121
6417,8556,2,6,07/02/23,14/02/23,16/02/23,39.68,Delivered,TRK276478574
6418,8557,21,2,18/04/22,23/04/22,25/04/22,33.09,Delivered,TRK266176712
6419,8558,3,11,02/05/22,11/05/22,12/05/22,30.47,Delivered,TRK153657617
6420,8560,4,16,30/04/23,05/05/23,06/05/23,38.47,Delivered,TRK990559113
6421,8561,24,2,17/08/23,19/08/23,,21.72,In Transit,TRK551530793
6422,8563,1,8,31/08/23,06/09/23,08/09/23,32.76,Delivered,TRK464775755
6423,8565,2,16,24/08/24,31/08/24,30/08/24,15.48,Delayed,TRK973399602
6424,8566,4,12,18/09/23,19/09/23,21/09/23,17.25,In Transit,TRK556214676
6425,8567,24,14,26/05/23,27/05/23,27/05/23,30.54,In Transit,TRK717118592
6426,8569,16,14,08/07/22,13/07/22,12/07/22,39.37,Delivered,TRK174222639
6427,8570,21,20,01/02/24,02/02/24,02/02/24,49.58,Delayed,TRK889216267
6428,8571,19,8,27/02/23,07/03/23,08/03/23,37.18,Delivered,TRK101283971
6429,8572,19,6,23/07/23,01/08/23,03/08/23,14.62,In Transit,TRK569864055
6430,8573,14,10,18/02/24,21/02/24,23/02/24,44.39,Delivered,TRK341914050
6431,8574,21,12,08/04/24,15/04/24,20/04/24,28.1,In Transit,TRK490893479
6432,8575,7,2,30/04/24,04/05/24,,37.88,Delivered,TRK316296277
6433,8576,17,9,05/10/24,14/10/24,15/10/24,44.53,Delayed,TRK553090740
6434,8578,17,9,21/04/24,27/04/24,26/04/24,8.92,Delivered,TRK888999244
6435,8579,19,5,12/02/24,16/02/24,18/02/24,42.12,In Transit,TRK313054154
6436,8580,25,1,02/08/24,03/08/24,04/08/24,19.29,Delivered,TRK145539300
6437,8581,24,5,19/03/22,25/03/22,30/03/22,27.42,Delivered,TRK272980583
6438,8582,7,13,15/12/24,16/12/24,16/12/24,9.98,Delivered,TRK259308966
6439,8583,9,4,02/11/23,04/11/23,06/11/23,18.66,Delivered,TRK881489611
6440,8584,13,7,22/06/22,28/06/22,29/06/22,32.35,Delivered,TRK789884817
6441,8585,2,10,28/09/24,02/10/24,03/10/24,37.64,In Transit,TRK651272077
6442,8586,12,6,16/06/23,23/06/23,30/06/23,29.41,Delivered,TRK297126811
6443,8589,5,14,03/01/23,07/01/23,06/01/23,25.79,In Transit,TRK638465729
6444,8590,5,4,25/08/24,27/08/24,27/08/24,25.74,In Transit,TRK144781060
6445,8592,2,19,23/12/23,31/12/23,01/01/24,42.99,Delivered,TRK317873309
6446,8593,14,8,27/12/24,31/12/24,,16.61,Delivered,TRK939202248
6447,8594,15,18,04/06/22,14/06/22,14/06/22,38.09,In Transit,TRK660888066
6448,8597,22,5,08/01/22,15/01/22,,5.44,Delivered,TRK471422029
6449,8601,3,20,21/05/22,25/05/22,27/05/22,31.17,Delivered,TRK341619603
6450,8602,14,13,13/10/24,22/10/24,22/10/24,33.53,Delivered,TRK842926820
6451,8604,14,9,04/06/22,14/06/22,14/06/22,40.56,Delivered,TRK858729366
6452,8605,12,8,06/11/24,11/11/24,11/11/24,32.54,Delayed,TRK439289079
6453,8606,21,18,12/03/22,19/03/22,18/03/22,47.66,Delivered,TRK873219850
6454,8607,5,4,15/04/22,24/04/22,25/04/22,22.19,Lost,TRK599297908
6455,8608,22,8,03/11/22,06/11/22,06/11/22,20.12,Delivered,TRK988868896
6456,8610,2,15,20/12/23,27/12/23,26/12/23,19.79,Delivered,TRK544269040
6457,8612,4,11,16/10/24,26/10/24,28/10/24,14.14,In Transit,TRK360753326
6458,8614,5,19,30/03/24,04/04/24,05/04/24,27.72,Delivered,TRK576741194
6459,8615,16,2,18/03/22,26/03/22,27/03/22,23.86,Delivered,TRK155992525
6460,8616,15,6,06/12/24,12/12/24,14/12/24,49.07,Delayed,TRK833341820
6461,8617,13,18,14/11/24,17/11/24,16/11/24,18.06,Delivered,TRK919855588
6462,8618,12,2,27/09/23,03/10/23,05/10/23,20.3,In Transit,TRK635562941
6463,8619,11,15,21/02/24,25/02/24,,23.42,Delayed,TRK340477014
6464,8620,24,16,09/02/24,18/02/24,19/02/24,36.63,Delivered,TRK409038664
6465,8622,15,18,21/03/24,24/03/24,,32.24,Delivered,TRK680816584
6466,8623,3,7,20/03/24,29/03/24,30/03/24,38.68,Delivered,TRK288415295
6467,8625,6,19,27/11/23,06/12/23,07/12/23,26.06,Delivered,TRK280607098
6468,8627,21,3,03/11/22,04/11/22,03/11/22,37.99,Delivered,TRK754658050
6469,8628,9,1,29/02/24,04/03/24,05/03/24,13.32,Delivered,TRK154022908
6470,8630,20,17,25/07/24,30/07/24,29/07/24,21.5,In Transit,TRK672572973
6471,8631,13,4,28/05/22,30/05/22,01/06/22,15.85,In Transit,TRK647072682
6472,8632,7,10,28/04/23,08/05/23,08/05/23,39.09,Delivered,TRK629881564
6473,8633,23,6,04/02/23,07/02/23,07/02/23,10.95,Delivered,TRK602590881
6474,8634,2,16,16/10/24,19/10/24,,40.38,Delivered,TRK941418048
6475,8635,7,6,04/02/24,10/02/24,,35.94,Delivered,TRK188409850
6476,8636,9,20,01/05/22,09/05/22,11/05/22,16.44,Delivered,TRK178053996
6477,8637,1,19,20/02/23,25/02/23,27/02/23,45.67,Delivered,TRK235476749
6478,8638,12,15,02/08/22,12/08/22,,48.06,Delivered,TRK112076500
6479,8639,13,11,12/09/24,19/09/24,21/09/24,44.92,Delivered,TRK984041984
6480,8641,8,18,12/07/23,14/07/23,,35.26,In Transit,TRK500399110
6481,8642,25,6,10/04/23,12/04/23,,10.84,Delivered,TRK996554881
6482,8643,25,9,04/09/24,13/09/24,,26.21,Delivered,TRK140510564
6483,8644,21,4,24/03/23,27/03/23,28/03/23,28.66,Delivered,TRK763714417
6484,8645,6,9,15/03/23,18/03/23,19/03/23,46.66,In Transit,TRK667151486
6485,8646,21,13,06/01/22,11/01/22,18/01/22,31.14,Delivered,TRK439274396
6486,8647,1,19,20/12/24,25/12/24,,30.45,In Transit,TRK376799477
6487,8648,2,10,05/03/22,15/03/22,15/03/22,32.02,In Transit,TRK291310948
6488,8649,9,8,29/02/24,01/03/24,03/03/24,35.3,Delivered,TRK881429650
6489,8650,8,5,21/10/23,27/10/23,27/10/23,30.69,Delivered,TRK727559323
6490,8651,6,5,23/10/24,01/11/24,01/11/24,32.09,In Transit,TRK101948006
6491,8653,10,11,22/05/23,26/05/23,27/05/23,10.96,Delivered,TRK617310322
6492,8656,16,14,03/11/23,08/11/23,08/11/23,36.36,Delivered,TRK531672166
6493,8657,6,15,08/09/22,11/09/22,11/09/22,18.06,Delivered,TRK935095698
6494,8658,13,5,27/04/24,05/05/24,06/05/24,40.91,In Transit,TRK893729974
6495,8659,16,9,22/01/24,28/01/24,29/01/24,47.37,Delivered,TRK371870689
6496,8660,11,8,17/12/23,26/12/23,26/12/23,36.04,Delivered,TRK872711025
6497,8661,13,14,22/12/24,27/12/24,,16.92,In Transit,TRK196397267
6498,8662,13,20,13/04/22,16/04/22,23/04/22,30.97,In Transit,TRK777877850
6499,8663,24,18,25/01/24,27/01/24,26/01/24,9.11,Delivered,TRK175667801
6500,8664,10,11,12/06/24,21/06/24,20/06/24,36.64,Delivered,TRK154364758
6501,8665,20,9,10/12/24,19/12/24,20/12/24,9.12,Delivered,TRK134769029
6502,8666,20,20,29/03/22,31/03/22,02/04/22,45.19,Delayed,TRK417766675
6503,8668,21,1,08/08/24,11/08/24,,32.15,Delivered,TRK299434231
6504,8671,25,20,05/10/23,07/10/23,08/10/23,26.02,In Transit,TRK169305182
6505,8672,25,4,16/11/24,17/11/24,18/11/24,20.06,Delivered,TRK964624704
6506,8673,15,15,02/09/22,12/09/22,12/09/22,31.57,Delivered,TRK586952413
6507,8674,12,5,05/11/24,10/11/24,10/11/24,20.45,Delivered,TRK370446330
6508,8675,12,1,05/02/22,09/02/22,16/02/22,32.23,In Transit,TRK779427648
6509,8676,13,2,05/10/22,09/10/22,10/10/22,34.71,Delivered,TRK822512831
6510,8677,17,19,27/11/24,04/12/24,04/12/24,37.55,Delivered,TRK411416584
6511,8678,2,12,18/08/23,24/08/23,,6.38,In Transit,TRK927836940
6512,8679,10,11,06/11/22,09/11/22,,33.03,Delivered,TRK308945669
6513,8680,5,13,11/11/23,19/11/23,20/11/23,22.42,Delivered,TRK795714422
6514,8681,15,2,09/03/23,19/03/23,18/03/23,23.45,In Transit,TRK747487963
6515,8682,5,18,18/06/22,21/06/22,22/06/22,10.92,Delivered,TRK451443073
6516,8683,24,8,06/04/22,12/04/22,13/04/22,16.86,Delayed,TRK415334888
6517,8684,7,4,13/08/24,18/08/24,18/08/24,25.03,In Transit,TRK902530048
6518,8685,10,15,28/10/24,03/11/24,02/11/24,48.68,Delivered,TRK702808631
6519,8686,13,2,12/04/23,18/04/23,,46.13,Delivered,TRK118605558
6520,8688,4,18,05/03/22,12/03/22,,11.95,Delivered,TRK610462423
6521,8689,19,13,28/03/23,03/04/23,,32.11,Delivered,TRK851529354
6522,8691,13,5,29/11/24,02/12/24,03/12/24,39.57,In Transit,TRK121524281
6523,8692,2,13,05/04/23,12/04/23,,37.77,Delivered,TRK549834618
6524,8693,24,20,01/12/24,03/12/24,,44.5,In Transit,TRK741473662
6525,8694,10,14,14/03/23,24/03/23,24/03/23,43.57,Delivered,TRK208385528
6526,8695,4,1,11/11/24,18/11/24,18/11/24,10.43,Delivered,TRK215321718
6527,8696,20,20,25/08/24,29/08/24,29/08/24,38.41,Delivered,TRK159991761
6528,8697,8,7,17/02/22,24/02/22,25/02/22,18.36,In Transit,TRK544366232
6529,8698,21,16,20/09/22,24/09/22,25/09/22,41.05,Delivered,TRK306126257
6530,8699,9,1,15/03/23,24/03/23,,47.2,In Transit,TRK379545640
6531,8701,15,14,22/09/23,26/09/23,27/09/23,25.25,Delayed,TRK691163143
6532,8703,14,12,02/02/23,10/02/23,17/02/23,5.32,Delivered,TRK736518195
6533,8704,19,12,13/03/22,19/03/22,,43.63,Delivered,TRK460388471
6534,8706,20,9,06/05/24,14/05/24,,37.11,Delivered,TRK884884536
6535,8709,14,4,10/02/22,14/02/22,16/02/22,32.21,In Transit,TRK652716208
6536,8710,22,10,25/11/24,30/11/24,01/12/24,29.31,Delivered,TRK973621909
6537,8711,10,9,06/03/23,07/03/23,07/03/23,16.91,In Transit,TRK596990565
6538,8712,17,3,08/08/22,09/08/22,,34.71,Delivered,TRK400732594
6539,8713,20,15,05/12/22,07/12/22,,9.35,Delayed,TRK497765382
6540,8716,4,17,20/09/23,27/09/23,28/09/23,47.82,Delivered,TRK180768602
6541,8717,9,17,16/01/23,21/01/23,21/01/23,29.41,Delivered,TRK431970645
6542,8719,4,12,31/10/23,02/11/23,01/11/23,43.19,Delivered,TRK635556520
6543,8720,22,2,04/07/22,06/07/22,06/07/22,18.15,Delivered,TRK274059082
6544,8721,20,11,29/07/22,06/08/22,06/08/22,22.14,Delivered,TRK846347773
6545,8722,24,13,17/07/24,20/07/24,22/07/24,29.8,In Transit,TRK888915328
6546,8723,10,3,04/03/23,05/03/23,,11.71,In Transit,TRK380421135
6547,8725,9,20,09/07/24,14/07/24,,17.78,In Transit,TRK395588307
6548,8727,12,2,01/12/24,07/12/24,07/12/24,38.28,Delivered,TRK134734042
6549,8728,21,2,10/10/22,11/10/22,,12.73,Delivered,TRK611207431
6550,8729,13,15,17/05/24,25/05/24,25/05/24,42.99,In Transit,TRK732081562
6551,8732,24,10,23/03/24,26/03/24,27/03/24,40.81,Delivered,TRK667578257
6552,8733,2,18,02/11/24,07/11/24,07/11/24,47.21,Delivered,TRK783706312
6553,8734,6,4,06/09/23,13/09/23,15/09/23,23.26,Delayed,TRK428439004
6554,8736,12,8,10/01/24,19/01/24,21/01/24,16.52,In Transit,TRK384227400
6555,8737,7,19,25/04/22,26/04/22,01/05/22,46.96,Delivered,TRK485129701
6556,8738,17,13,23/07/23,29/07/23,,45.37,Lost,TRK834357124
6557,8739,24,4,21/07/23,23/07/23,,7.87,Delivered,TRK133039150
6558,8740,5,8,03/09/24,11/09/24,13/09/24,12.57,Delivered,TRK248961183
6559,8741,2,4,14/02/22,17/02/22,17/02/22,20.54,Delivered,TRK600145302
6560,8742,6,9,16/03/24,25/03/24,26/03/24,37.81,Delayed,TRK341491172
6561,8743,9,4,07/11/24,17/11/24,17/11/24,36.74,Delivered,TRK560445956
6562,8744,9,18,14/10/23,24/10/23,23/10/23,40.94,Delayed,TRK528424703
6563,8745,17,17,24/01/24,02/02/24,01/02/24,11.81,Delivered,TRK100936260
6564,8746,23,13,24/04/22,03/05/22,05/05/22,13.62,In Transit,TRK777320776
6565,8747,20,4,19/11/23,24/11/23,26/11/23,24.86,Delivered,TRK208088990
6566,8748,11,17,29/03/23,31/03/23,,23.99,Delivered,TRK836744371
6567,8749,15,11,07/12/23,15/12/23,18/12/23,31.59,In Transit,TRK951278099
6568,8750,16,17,11/03/24,13/03/24,13/03/24,24.78,Delayed,TRK213674672
6569,8751,2,9,23/09/24,24/09/24,,31.4,Delivered,TRK940790336
6570,8752,17,15,19/02/24,22/02/24,24/02/24,32.11,Delivered,TRK511931930
6571,8753,11,4,29/12/23,07/01/24,14/01/24,32.09,Delivered,TRK848204772
6572,8754,18,10,25/09/23,30/09/23,02/10/23,9.53,In Transit,TRK122015122
6573,8758,21,6,05/06/24,06/06/24,06/06/24,22.9,In Transit,TRK767005024
6574,8759,10,5,01/09/24,03/09/24,06/09/24,12.48,Delivered,TRK523175362
6575,8760,23,3,06/03/24,11/03/24,10/03/24,15.52,Delayed,TRK174396561
6576,8761,1,12,21/11/24,29/11/24,28/11/24,9.19,Delivered,TRK144792431
6577,8762,3,19,08/11/22,10/11/22,09/11/22,28.81,In Transit,TRK508636816
6578,8764,4,15,20/11/24,28/11/24,05/12/24,33.54,In Transit,TRK382749321
6579,8765,17,2,05/09/24,10/09/24,10/09/24,22.87,Delivered,TRK230017044
6580,8766,8,15,08/01/24,18/01/24,22/01/24,10.07,Delivered,TRK647608900
6581,8767,12,18,06/02/23,11/02/23,10/02/23,15.07,Delivered,TRK747061406
